Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Founded,Investor,Founders,Data Year
Heads Up For Tails,Pet care,Series A,37000000.0,New Delhi,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish",2008.0,"Verlinvest, Sequoia Capital India",Rashi Sanon,2021
Blue Tokai Coffee Roasters,Food & Beverages,Pre-series B,2000000.0,New Delhi,"Source, roast, and brew India's best single-origin Arabica coffee.",2012.0,Anicut Angel Fund,"Matt Chitharanjan, Shivam Shahi, Namrata Asthana",2021
Neeman,Consumer Goods,Series A,2000000.0,Hyderabad,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,2017.0,Sixth Sense Ventures,Taran Chhabra,2021
BharatPe,FinTech,Series E,370000000.0,New Delhi,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",2018.0,Tiger Global,"Ashneer Grover, Shashvat Nakrani",2021
GoSats,FinTech,Seed,700000.0,Bangalore,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,2020.0,"Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital","Mohammed Roshan, Roshni Aslam",2021
StockGro,FinTech,Pre-series A,5000000.0,Bangalore,Making Investment Social- India's First Social Trading Platform,2020.0,"Roots Ventures, Velo Partners",Ajay Lakhotia,2021
Onsurity,Healthcare,Series A,16000000.0,Bangalore,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!",2020.0,Nexus Venture Partners,"Yogesh Agarwal, Kulin Shah",2021
Khabri,Media,Pre-series A,2000000.0,Gurugram,Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,2017.0,,"Pulkit Sharma, Aankit Roy, Sandeep Singh",2021
Celcius,Logistics,,500000.0,Mumbai,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,2020.0,"Mumbai Angels Network, Huddle, Lumis Partners",Swarup Bose,2021
AyuRythm,Healthcare,Seed,0.0,Bangalore,AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.,2017.0,SucSEED Indovation Fund,Abhilesh Gupta,2021
Enguru,EdTech,Pre-series A,0.0,Bangalore,Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.,2014.0,"Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni","Arshan Vakil, Tahem Veer Verma, Udit Hinduja",2021
Rocket Skills,EdTech,Pre-seed,200000.0,Gurugram,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,2020.0,"Better Capital, First Cheque, Titan Capital","Vibhu Bahuguna, Mohit Jain",2021
RenewBuy,FinTech,Series C,10000000.0,Gurugram,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",2015.0,Evolvence Capital,Balachander Sekhar,2021
Faarms,AgriTech,Seed,2000000.0,Bangalore,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,2020.0,,"Taranbir Singh, Alok Duggal",2021
UrbanMatrix Technologies,Drone,,100000.0,Chennai,Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability,2019.0,SARA ELGI,"Rishabh Verma, Ashutosh Kumar, Divyanshu Pundir",2021
Jupiter,Banking,Series B,44000000.0,Mumbai,"A digital banking experience that keeps pace with you, and helps master money too.",2019.0,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India",Jitendra Gupta,2021
Pixuate,Deeptech,Seed,1000000.0,Bangalore,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.",2012.0,SucSEED Indovation Fund,"Akshata Kari, Prathvi Palekar",2021
Playo,SportsTech,Pre-series A,500000.0,Bangalore,Playo is a one stop destination app for all things sports,2014.0,ah! Ventures High Tables,Daanish Suhail,2021
Toothsi,Health,Series B,20000000.0,Mumbai,India’s first and largest at home smile makeover service using invisible aligners.,2018.0,"Eight Roads Ventures, Think Investments, Mankekar Family Office","Dr Arpi Mehta, Dr Pravin Shetty, Dr Manjul Jain, Dr Anirudh Kale",2021
Soothe Healthcare,Consumer Goods,Series C,10000000.0,New Delhi,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",2012.0,A91 Partners,Sahil Dharia,2021
Goodmeetings,Computer software,Series A,1700000.0,Bangalore,AI-Based Platform Built Exclusively for Remote Selling,2020.0,Chiratae Ventures,Srinivasan Narayan,2021
Apnaklub,Wholesale,Seed,3500000.0,Bangalore,Apnaklub is India's most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing better-than-industry margins,2020.0,Sequoia’s Surge,"Shruti, Manish Kumar",2021
ChefKart,Consumer Goods,Pre-seed,300000.0,Gurugram,"ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.",2020.0,"Lead Angels, Titan Capital, Pravega Ventures","Vaibhav Gupta, Arpit Gupta, Aman Gupta",2021
Fashinza,Apparel & Fashion,Series A,20000000.0,Gurugram,A new-age supply chain and product development platform for the fashion industry.,2020.0,"Accel Partners, Elevation Capital","Pawan Gupta, Abhishek Sharma",2021
Fabheads,Industrial Automation,Pre-series A,0.0,Chennai,Fabheads is a hardware startup creating automation equipment to manufacture high-end carbon fiber parts.,2015.0,"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd",Dhinesh Kanagaraj,2021
QuickShift,Logistics & Supply Chain,Seed,770000.0,Pune,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support",2016.0,"Anicut Angel Fund, Axilor Ventures",Anshul Goenka,2021
StackBOX,Logistics & Supply Chain,,1200000.0,Bangalore,DISTRIBUTION SIMPLIFIED,2016.0,"Ecosystem Ventures, CMM group","Shanmukha Boora, Sabyasachi Bhattacharjee",2021
MedPrime Technologies,Healthcare,Seed,0.0,Thane,"MedPrime Technologies is a medical device company, dedicated to developing the best, customer-centric solutions for the healthcare needs of the world.",2014.0,"Mumbai Angels Network, Social Alpha","Samrat, Greeshma Unnikrishnan, Binil Jacob, Mahesh Kumar Rathor",2021
infra.market,Construction,Series D,125000000.0,Thane,Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.,2016.0,Tiger Global,"Souvik Sengupta, Aaditya Sharda",2021
CollegeDekho,E-learning,Series B,35000000.0,Gurgaon,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals",2015.0,"Disrupt ADQ, QIC",Ruchir Arora,2021
BOX8,Food & Beverages,,40000000.0,Mumbai,India's Largest Desi Meals Brand,2012.0,Tiger Global,"Anshul Gupta, Amit Raj",2021
Simpl,Consumer Services,Series B,40000000.0,Bangalore,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards",2015.0,"Valar Ventures, IA Ventures","Nitya, Chaitra Chidanand",2021
8i Ventures,Venture Capital & Private Equity,,50000000.0,Mumbai,8i is a Mumbai & Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India.,2018.0,,Vikram Chachra,2021
PayGlocal,Financial Services,Series A,4900000.0,Bangalore,PayGlocal is a FinTech solving for global payments acceptance,2021.0,Sequoia Capital India,"Prachi Dharani, Rohit Sukhija, Yogesh Lokhande",2021
Curefit,"Health, Wellness & Fitness",,145000000.0,Bangalore,Tata Digital-backed Curefit,2016.0,Zomato,"Mukesh Bansal, Ankit",2021
Pocket FM,OTT,Series B,22000000.0,Bangalore,"Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.",2018.0,"Lightspeed, Times Group, Tanglin Venture Partners","Rohan, Nishanth Srinivas, Prateek Dixit",2021
CHARGE+ZONE,Automotive,,10000000.0,Vadodara,CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network.,2018.0,Venture Catalysts,Kartikey Hariyani,2021
PlanetSpark,Education Management,Series B,13000000.0,Gurugram,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,2017.0,"Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni","Maneesh Dhooper, Kunal Malik",2021
LenDenClub,Financial Services,Series A,10000000.0,Mumbai,P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.,2015.0,"Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund","Bhavin Patel, Dipesh Karki",2021
CometChat,Computer Software,Series A,10000000.0,Mumbai,"Voice, video & text chat SDKs, APIs & Plugins for Developers.",2009.0,Signal Peak Ventures,"Anuj, Anant Garg",2021
AgroStar,AgriTech,Series D,70000000.0,Pune,"AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.",2013.0,"Evolvence, Hero Enterprise","Shardul, Sitanshu Sheth",2021
Bizongo,Information Technology & Services,Series D,100000000.0,Mumbai,Bizongo is India’s largest B2B platform for made-to-order products.,2015.0,Tiger Global,"Sachin Agrawal, Aniket Deb, Ankit Tomar",2021
Probus Insurance,Insurance,,6700000.0,Mumbai,Probus Insurance is a leading InsurTech platform in India.,2002.0,BlueOrchard Impact Investment Managers,Rakesh goyal,2021
MoEngage,Software Startup,Series D,30000000.0,Bangalore,Insights-led customer engagement platform for the customer-obsessed marketers & product owners.,2014.0,Steadview Capital,"Raviteja Dodda, Yashwanth Kumar",2021
CloudSEK,Computer & Network Security,Series A,7000000.0,Bangalore,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,2015.0,MassMutual Ventures,Rahul Sasi,2021
Exponent Energy,Automotive,Pre-series A,5000000.0,Bangalore,Simplifying energy for EVs by building a Flexible Energy Stack.,2020.0,YourNest VC,"Arun Vinayak, Sanjay Byalal",2021
Trinkerr,Capital Markets,Series A,6600000.0,Bangalore,Trinkerr is India's first social trading platform.,2021.0,Accel India,"Manvendra Singh, Gaurav Agarwal",2021
Zorro,Social network,Seed,32000000.0,Gurugram,Pseudonymous social network platform,2021.0,"Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose","Jasveer Singh, Abhishek Asthana, Deepak Kumar",2021
Ultraviolette,Automotive,Series C,150000000.0,Bangalore,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,2021.0,"TVS Motor, Zoho","Subramaniam Narayan, Niraj Rajmohan",2021
NephroPlus,Hospital & Health Care,Series E,24000000.0,Hyderabad,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",2009.0,IIFL Asset Management,Vikram Vuppala,2021
Unremot,Information Technology & Services,Seed,700000.0,Bangalore,Unremot is a personal office for consultants!,2020.0,Inflection Point Ventures,Shiju Radhakrishnan,2021
FanAnywhere,Financial Services,Seed,0.0,Bangalore,Celebrity NFT platform,2021.0,"Oasis Capital, Scorpio VC, DeltaHub Capital","Varun Chaudhary, Amit Kumar",2021
PingoLearn,E-learning,,200000.0,Pune,PingoLearn offers language learning courses with snackable videos.,2021.0,"Titan Capital, Haresh Chawla, AngelList Syndicate","Mohit Menghani, Shubham Maheshwari",2021
Spry,Music,Seed,1500000.0,Mumbai,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,2021.0,"9Unicorns, Ashneer Grover","Gaurav Dagaonkar, Meghna Mittal",2021
Enmovil,Information Technology & Services,Pre-series A,1300000.0,Hyderabad,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,2015.0,Anicut Angel Fund,"Ravi Bulusu, Nanda Kishore, Venkat Moganty",2021
ASQI Advisors,Financial Services,Pre-series A,1000000.0,Mumbai,Bringing Blockchain technology intro mainstream finance!,2019.0,Founders Room Capital,Swapnil Pawar,2021
Insurance Samadhan,Insurance,Pre-series A,725000.0,New Delhi,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,2018.0,"9Unicorns, ZNL",Deepak Bhuvenshwari Uniyal,2021
Evenflow Brands,Consumer Goods,,500000.0,Mumbai,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,2020.0,,"Utsav Agarwal, Pulkit Chhabra",2021
MasterChow,Hauz Khas,Seed,461000.0,Food & Beverages,A ready-to-cook Asian cuisine brand,2020.0,WEH Ventures,"Vidur Kataria, Sidhanth Madan",2021
Fullife Healthcare,Primary Business is Development and Manufacturing of Novel Healthcare Products in Effervescent forms using imported propriety ingredients.,Series C,22000000.0,Pharmaceuticals	#REF!,Varun Khanna,2009.0,Morgan Stanley Private Equity Asia,Morgan Stanley Private Equity Asia,2021
Trinkerr,Capital Markets,Series A,6600000.0,Bangalore,Trinkerr is India's first social trading platform.,2021.0,Accel India,"Manvendra Singh, Gaurav Agarwal",2021
Zorro,Social network,Seed,32000000.0,Gurugram,Pseudonymous social network platform,2021.0,"Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose","Jasveer Singh, Abhishek Asthana, Deepak Kumar",2021
Ultraviolette,Automotive,Series C,150000000.0,Bangalore,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,2021.0,"TVS Motor, Zoho","Subramaniam Narayan, Niraj Rajmohan",2021
NephroPlus,Hospital & Health Care,Series E,24000000.0,Hyderabad,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",2009.0,IIFL Asset Management,Vikram Vuppala,2021
Unremot,Information Technology & Services,Seed,700000.0,Bangalore,Unremot is a personal office for consultants!,2020.0,Inflection Point Ventures,Shiju Radhakrishnan,2021
FanAnywhere,Financial Services,Seed,0.0,Bangalore,Celebrity NFT platform,2021.0,"Oasis Capital, Scorpio VC, DeltaHub Capital","Varun Chaudhary, Amit Kumar",2021
PingoLearn,E-learning,,200000.0,Pune,PingoLearn offers language learning courses with snackable videos.,2021.0,"Titan Capital, Haresh Chawla, AngelList Syndicate","Mohit Menghani, Shubham Maheshwari",2021
Spry,Music,Seed,1500000.0,Mumbai,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,2021.0,"9Unicorns, Ashneer Grover","Gaurav Dagaonkar, Meghna Mittal",2021
Enmovil,Information Technology & Services,Pre-series A,1300000.0,Hyderabad,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,2015.0,Anicut Angel Fund,"Ravi Bulusu, Nanda Kishore, Venkat Moganty",2021
ASQI Advisors,Financial Services,Pre-series A,1000000.0,Mumbai,Bringing Blockchain technology intro mainstream finance!,2019.0,Founders Room Capital,Swapnil Pawar,2021
Insurance Samadhan,Insurance,Pre-series A,725000.0,New Delhi,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,2018.0,"9Unicorns, ZNL",Deepak Bhuvenshwari Uniyal,2021
Evenflow Brands,Consumer Goods,,500000.0,Mumbai,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,2020.0,,"Utsav Agarwal, Pulkit Chhabra",2021
MasterChow,Hauz Khas,Seed,461000.0,Food & Beverages,A ready-to-cook Asian cuisine brand,2020.0,WEH Ventures,"Vidur Kataria, Sidhanth Madan",2021
MoEVing,MoEVing is India's only Electric Mobility focused Technology Platform with a vision to accelerate EV adoption in India.,Seed,5000000.0,Gurugram	#REF!,"Vikash Mishra, Mragank Jain",2021.0,,"Anshuman Maheshwary, Dr Srihari Raju Kalidindi",2021
Pristyn Care,Hospital & Health Care,Series E,96000000.0,Gurugram,A new age health tech company that aims to simplify the surgery journey of a patient by offering care at every step.,2018.0,"Kunal Shah, Deepinder Goyal, Abhiraj Singh Bhal","Harsimarbir (Harsh) Singh, Dr Vaibhav Kapoor, Dr Garima Sawhney",2021
Plix,"Health, Wellness & Fitness",Series A,5000000.0,Mumbai,Plant-based nutraceutical firm,2018.0,"Guild Capital, RPSG Capital Ventures","Rishubh Satiya, Akash Zaveri",2021
Uni Cards,Financial Services,Series A,70000000.0,Bangalore,"Uni Card splits your payments into 3 parts, over 3 months, at 0 extra costs.",2020.0,"General Catalyst, Eight Roads Ventures, Elevation Capital","Nitin Gupta, Prateek Jindal, Laxmikant Vyas",2021
Practically,E-learning,,5000000.0,Hyderabad,An experiential learning app for grades 6th to 12th.,2018.0,"NB Ventures, Earlsfield Capital","Subbarao Siddabattula, Charu Noheria, Ilangovel Thulasimani",2021
Nestasia,Retail,Series A,4000000.0,Kolkata,"Artisanal, Handmade, bio conscious crafts from South East Asia.",2018.0,"Varun Alagh, Sahil Barua","Aditi Murarka Agrawal, Anurag Agrawal",2021
Vedic Cosmeceuticals,Cosmetics,Series A,32000000.0,Noida,One of india’s most trusted and technologically advanced white label manufacturer in the personal care space,2002.0,Sixth Sense Ventures,Mohit Goel,2021
Juspay,FinTech,Series C,60000000.0,Bangalore,Enable frictionless payments for the billion Indians.,2012.0,SoftBank Vision Fund 2,"Vimal Kumar, Ramanathan RV",2021
TranZact,Information Technology & Services,Series A,7000000.0,Mumbai,A mission to digitize millions of Indian SMEs so they can grow better.,2017.0,"Tribe Capital, Prime Venture Partners","Ritesh Kumar, Sharad Sen Sharma, Rohan Sen Sharma",2021
Atomberg,Consumer Electronics,,20000000.0,Mumbai,Atomberg has built the ‘Brushless DC Motor’ (BLDC) technology for ceiling fans in India and has continuously innovated and improved on the technology.,2012.0,Jungle Ventures,"Manoj, Sibabrata Das",2021
Ola,Mobility,,500000000.0,Bangalore,"Ola is India’s largest mobility platform and one of the world’s largest ride-hailing companies, serving 250+ cities across India, Australia, New Zealand, and the UK",2010.0,Marquee international institutional investors,Bhavish Aggarwal,2021
Mohalla Tech,Social media,Series G,266000000.0,Bangalore,"Mohalla Tech Pvt. Ltd. is a computer software company based out of Bengaluru, India.",2015.0,Alkeon Capital,"Ankush Sachdeva, Bhanu Pratap Singh",2021
Stack,Financial Services,Seed,4500000.0,Bangalore,Stack is an investing platform set to put money to work and help invest like some of the world’s biggest money-makers,2020.0,"Y Combinator, Harvard Management","Smriti Tomar, Tushar Vyas",2021
PropReturns,Real Estate,,1200000.0,Mumbai,PropReturns is a platform for users to invest in Indian Real Estate backed by data.,2020.0,"Y Combinator﻿, ﻿Goodwater Capital","Jayant Panwar, Kenish Shah",2021
WeSkill,E-learning,Pre-seed,4000000.0,Gurugram,Act as the bridge for skills providing access to learning and developing these skills at a younger age from the comfort and security of home.,2020.0,"Shrishti Sahu, Umang Vohra","Shaurya Joshi, Shashank Patidar, Praneet Agarwal",2021
Fitpage,"Health, Wellness & Fitness",,300000.0,Mumbai,"An endurance-first fitness tech platform focussed on enabling you to learn, eat, work out and live better.",2020.0,"Astra Ventures, Gaurav Jaitly",Vikas Singh,2021
ShopMyLooks,Digital platform,,200000.0,Noida,ShopMyLooks turns social media photos & videos into shop-the-look thus helping creators monetize their entire content.,2021.0,"Capital A, Collective Artists Network",Rohit Jaiswal,2021
ByteLearn,E-learning,Seed,9500000.0,Noida,AI powered teaching assistant for 100 Mn teachers across the world,2021.0,"Aditya Singhal, Nishant Sinha",,2021
Dista,Computer Software,Seed,1200000.0,Pune,Dista is an AI-enabled location intelligence platform that offers a wide range of solutions for businesses to power their mobility and field operations.,2017.0,Pentathlon Ventures,"Nishant Kumar, Shishir Gokhale, Deepak Garg",2021
OfBusiness,Financial Services,,325000000.0,Gurugram,"OfBusiness is a new age commerce and fintech start up, and is technologically driven to provide smart procurement and smart financing to SMEs.",2015.0,"Alpha Wave Ventures II, Tiger Global Management, SoftBank Vision Fund II","Ruchi Kalra, Asish Mohapatra",2021
Bizongo,B2B Ecommerce,Series D,100000000.0,Mumbai,izongo is India’s largest B2B platform for made-to-order products.,2015.0,Tiger Global,"Sachin Agrawal, Aniket Deb, Ankit Tomar",2021
FRND,Online Media,Series A,6500000.0,Bangalore,FRND is an audio dating app for Bharat,2019.0,KRAFTON,"Bhanu Pratap Singh Tanwar, Hardik Bansal, Harshvardhan Chhangani",2021
Metadome,Computer Software,Pre-series A,4000000.0,Bangalore,"Metadome (formerly Adloid), is a Metaverse, that provides no-code infrastructure to millions of creators & brands, to build immersive experiences for the virtual world.",2017.0,"Chiratae Ventures, Lenskart Vision Fund","Kanav Singla, Prashant Sinha, Shorya Mahajan",2021
Keka HR,Information Technology & Services,,1600000.0,Hyderabad,Keka is a simple and intuitive HR software unlike the traditional HR systems.,2014.0,Recur Club,Vijay Yalamanchili,2021
Flo Mobility,Industrial Automation,,400000.0,Bangalore,"An autonomous tech stack that can be applied to agri-bots, delivery bots, two wheelers and other use cases where compact bots need to navigate in crowded, unstructured environments.",2019.0,"DevX Venture Fund, Blume Founder Fund","Manesh Jain, Mohan Kumar",2021
Yodacart,E-commerce,Pre-seed,225000.0,Thane,YODACART is an e-commerce startup offering real-time product discovery using AI/ML for appliances based on consumers’ needs with an AR-enabled browsing experience.,2019.0,Ajith Daneil,Vikas Sharma,2021
TheHouseMonk,Real Estate,,5000000.0,Bangalore,A complete property management software platform for team&customers.,2019.0,Aurum Proptech,"Ajay Kumar, Balaji Varadharajan",2021
Zepto,E-commerce,,100000000.0,Bangalore,"Ability to consistently deliver 2,500+ products in 10 minutes flat.",2021.0,Y-Combinator,"Aadit Palicha, Kaivalya Vohra",2021
Sirona Hygiene,"Health, Wellness & Fitness",,10000000.0,New Delhi,"An award-winning brand, committed to solving those Intimate & Menstrual Hygiene issues for women",2015.0,The Good Glamm Group,Deep Bajaj,2021
Jumbotail,B2B Ecommerce,Series C,85000000.0,Bangalore,"Jumbotail is India's leading B2B marketplace and New Retail platform, serving thousands of mom & pop stores",2015.0,Invus,"S Karthik Venkateswaran, Ashish Jhina",2021
Captain Fresh,Logistics & Supply Chain,Series B,40000000.0,Bangalore,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,2019.0,"Tiger Global, Prosus Ventures",Utham Gowda,2021
Deciwood,Consumer Electronics,,200000.0,New Delhi,"Deciwood makes Eco-friendly wooden speakers using latest technology of Energy tube to enhance sound quality, all products are handmade by skilled people of the industry.",2018.0,"Shuru Up, Ankit Kedia, Arun Gupta",Ananya Meena,2021
Kohbee,E-learning,Pre-seed,235000.0,Bangalore,"Kohbee is a mobile app for online trainers and educators to run their online business, end to end.",2019.0,"Ankit Mehrotra, Saurabh Aggarwal","Rohan Sinha, Shashwat Aditya",2021
Perfora,Consumer Goods,Pre-seed,260000.0,Gurugram,"Building a disruptive, modern, and functional oral care brand for consumers in India and globally.",2021.0,Sauce.vc,"Tushar Khurana, Jatan Bawa",2021
Unbox Robotics,Logistics & Supply Chain,Series A,7000000.0,Pune,Unbox Robotics is building software-defined robotics platforms to enable logistics players to automate and radically improve their operations on-demand in a limited footprint and capital.,2019.0,"3one4 Capital, Sixth Sense Ventures","Pramod Ghadge, Shahid Memon, Rohit Pitale",2021
Ninety One,Consumer Goods,Series A,30000000.0,Ahmedabad,"Ninety One makes cycles, which the company claims are affordable and different from the ones available in the market.",2015.0,A91 Partners,"Sachin Chopra, Vishal Chopra",2021
Gobillion,Social commerce,Seed,2900000.0,New Delhi,Redefining social commerce for Tier 2+ cities in India - making e-commerce SOCIAL!,2020.0,"YCombinator, Justin Mateen, Pioneer Fund","Roshan Farhan, Kulapradip Bharali",2021
RIPPLR,Logistics & Supply Chain,Pre-series B,12000000.0,Bangalore,India’s first Plug-n-Play distribution ecosystem for brands,2019.0,"Sojitz Corporation, Stride Ventures","Abhishek Nehru, Santosh Dabke",2021
SK Finance,Financial Services,Series F,53000000.0,Jaipur,SK Finance is a leading player in vehicle financing and small business loans lending space with AUM over 4000cr.,1994.0,"IIFL Wealth, TPG Growth, Norwest Venture Partners",Rajendra Setia,2021
Eggoz,Food & Beverages,Series A,3500000.0,Gurugram,Make a meaningful impact to improve the protein consumption of people by enriching the lives of the rural egg farmers.,2017.0,"Nabventures, Avaana Capital","Abhishek Negi, Uttam Kumar, Aditya Singh, Pankaj Pandey",2021
Fabriclore,Apparel & Fashion,Pre-series A,700000.0,Jaipur,"India's top brand of artisanal & contemporary fabrics, offering the largest catalog of both curated & original designs.",2016.0,"Fluid Ventures, Mulberry Silks","Vijay Sharma, Anupam Arya, Sandeep Sharma",2021
Veefin,Information Technology & Services,,3000000.0,Mumbai,"Veefin is the world leader in contextual SCF and digital lending solution adopting user-led design, data and analytics, built by bankers for bankers.",2010.0,Rajesh Rajendran,"Gautam Udani, Raja Debnath",2021
Verandah,Apparel & Fashion,Seed,1000000.0,Mumbai,Verandah is a conscious luxury travel brand retailing amongst the luxury resort wear space with design roots.,2011.0,"Mike Novogratz, Neeraj Arora",Anjali Patel Mehta,2021
Karkinos Healthcare,Hospital & Health Care,,0.0,Mumbai,"Medical center for treatment of complex cancers; and research center which leverages technologies such as genomics, synthetic biology, sensors, and AI to analyze data and leading to the development of  affordable cancer interventions.",2020.0,Reliance Digital Health,"R Venkataramanan, Ravi Kant",2021
OWO Technologies,Food & Beverages,Seed,3000000.0,Gurugram,An ecommerce startup offering online beverages and packaged drinking water,2020.0,,"Ajay Changani, Hardev Sahu",2021
EsportsXO,Mobile Games,Seed,1100000.0,Bangalore,EsportsXO is an esports tournament management company which offers software to manage tournaments online.,2020.0,We Founder Circle,"Utsav Umang, Rohit Raj, Vikas Goel",2021
The Gourmet Jar,Food & Beverages,,150000.0,Noida,"The Gourmet Jar offers a range of premium condiments in unique flavour combinations, that are handmade in small batches, from scratch, using all-natural ingredients and no preservatives or additives.",2012.0,DevX Venture Fund,Apeksha Jain,2021
Zorgers,Hospital & Health Care,,0.0,Mohali,Zorgers Home Healthcare is India’s most trusted Home Healthcare Service Provider. Recognized by the Govt of India.,2013.0,Ritu Marya Family Office.,"Varun Gupta, Anil Kumar, Abhinav Gupta",2021
BangDB,Computer Software,,0.0,Bangalore,A Converged NoSQL Data Platform for Predictive and Real-Time analytics for Operational Intelligence,2015.0,Ten Innovate,Sachin Sinha,2021
Neobank Jupiter,Banking,Series C,86000000.0,Mumbai,Jupiter is a digital banking app with one simple aim – to deliver a banking experience that keeps pace with you.,2019.0,"Tiger Global, Sequoia Capital",Jitendra Gupta,2021
Skippi Ice Pops,Food Production,,130000.0,Hyderabad,India's First Icepops Brand,2021.0,Shark Tank India,Ravi Kabra,2021
Glii,Dating,Seed,10000.0,Noida,India’s finest dating companionship application,2020.0,We Founder Circle,Shivam Kaushik,2021
GlobalBees,E-commerce,Series B,111000000.0,New Delhi,Globalbees partners with entrepreneurs who have built an online-first business.,2021.0,"Premji Invest, Steadview Capital","Nitin Agarwal, Supam Maheshwari",2021
Mamaearth,"Health, Wellness & Fitness",,37000000.0,Gurugram,Baby and mother care brand,2016.0,Sequoia,"Ghazal, Varun Alagh",2021
SecureNow,Insurance,Series B,6000000.0,Gurugram,SecureNow is an award winning tech-enabled insurance intermediary.,2011.0,Apis Insurtech Fund I,"Kapil Mehta, Abhishek Bondia",2021
Vendor Infra,Construction,,265000.0,Gurugram,"A B2B Collaboration Platform for Infrastructure Sectors to Search Vendors, Get Quotes, Find Opportunities",2019.0,"SK Tripathi, Sanjeev Gupta",Rahul Jain,2021
Hakuna Matata,Information Technology & Services,,1000000.0,Chennai,Hakuna Matata Solutions is a leading Digital Transformation Company offering a full spectrum of technology solutions and services for enterprises across different industry verticals all over the globe.,2006.0,Hardcastle Petrofer,Gengarajan PV,2021
OneCard,Financial Services,,76000000.0,Pune,"India's finest and smartest metal credit card, reimagined for the mobile generation.",2019.0,"Ocean View Investment, QED Fund","Rupesh Kumar, Anurag Sinha, Vibhav Hathi",2021
